,longitude,latitude,neighborhood
46982,-74.0157,40.7069,Battery Park City-Lower Manhattan
46983,-74.0077,40.7065,Battery Park City-Lower Manhattan
46984,-73.969,40.7627,Upper East Side-Carnegie Hill
46985,-73.9981,40.7568,Hudson Yards-Chelsea-Flatiron-Union Square
46986,-73.9367,40.8413,Washington Heights South
46987,-73.9384,40.6833,Stuyvesant Heights
46988,-73.9958,40.7233,SoHo-TriBeCa-Civic Center-Little Italy
46989,-73.9948,40.7592,Clinton
46991,-73.9824,40.7422,Gramercy
46992,-73.9521,40.7824,Upper East Side-Carnegie Hill
46994,-73.9836,40.7385,Gramercy
46995,-74.0321,40.7278,Unknown
46996,-73.986,40.6927,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
46997,-73.9507,40.7806,Yorkville
46998,-73.9831,40.7187,Lower East Side
46999,-73.9711,40.7864,Upper West Side
47000,-73.9864,40.7515,Midtown-Midtown South
47001,-73.9488,40.7839,Yorkville
47002,-73.9674,40.7533,Turtle Bay-East Midtown
47004,-73.9815,40.7655,Midtown-Midtown South
47005,-73.94,40.7133,East Williamsburg
47006,-73.9938,40.7586,Clinton
47007,-73.9566,40.7704,Lenox Hill-Roosevelt Island
47009,-73.9175,40.7728,Steinway
47010,-73.9803,40.7465,Murray Hill-Kips Bay
47011,-73.984,40.7824,Upper West Side
47012,-73.9577,40.7633,Lenox Hill-Roosevelt Island
47013,-73.9861,40.7608,Midtown-Midtown South
47015,-73.9732,40.7866,Upper West Side
47016,-73.9541,40.7696,Lenox Hill-Roosevelt Island
47017,-73.9864,40.7399,Gramercy
47018,-73.9498,40.7857,East Harlem South
47019,-73.9621,40.759,Turtle Bay-East Midtown
47020,-73.9548,40.7689,Lenox Hill-Roosevelt Island
47021,-73.9648,40.7535,Turtle Bay-East Midtown
47022,-73.9876,40.7677,Clinton
47023,-73.7555,40.5956,Far Rockaway-Bayswater
47024,-73.9625,40.7993,Morningside Heights
47025,-73.9517,40.7755,Yorkville
47027,-73.9824,40.7655,Midtown-Midtown South
47028,-73.9517,40.77,Lenox Hill-Roosevelt Island
47029,-73.9411,40.7134,East Williamsburg
47030,-73.8646,40.7217,Rego Park
47031,-74.0084,40.7378,West Village
47032,-73.9847,40.7263,East Village
47033,-73.9888,40.7694,Clinton
47034,-74.0031,40.7395,West Village
47035,-74.0046,40.7073,Battery Park City-Lower Manhattan
47036,-73.9892,40.7196,Chinatown
47037,-74.0111,40.7061,Battery Park City-Lower Manhattan
47038,-73.9668,40.6905,Clinton Hill
47040,-73.9922,40.7556,Clinton
47041,-73.9839,40.7258,East Village
47042,-73.9647,40.7571,Turtle Bay-East Midtown
47043,-73.9687,40.7906,Upper West Side
47044,-73.9996,40.7447,Hudson Yards-Chelsea-Flatiron-Union Square
47045,-73.929,40.6953,Bushwick South
47046,-73.9954,40.6618,Sunset Park West
47047,-74.0211,40.7481,Unknown
47050,-74.0055,40.7111,Battery Park City-Lower Manhattan
47051,-73.9964,40.7198,SoHo-TriBeCa-Civic Center-Little Italy
47053,-73.9125,40.8847,Spuyten Duyvil-Kingsbridge
47054,-73.9748,40.7481,Murray Hill-Kips Bay
47055,-73.9541,40.769,Lenox Hill-Roosevelt Island
47056,-73.9416,40.7471,Hunters Point-Sunnyside-West Maspeth
47057,-73.9592,40.7703,Lenox Hill-Roosevelt Island
47058,-73.9483,40.7892,East Harlem South
47061,-73.9889,40.7313,East Village
47062,-73.9978,40.7436,Hudson Yards-Chelsea-Flatiron-Union Square
47063,-74.0072,40.7067,Battery Park City-Lower Manhattan
47064,-74.0086,40.7121,SoHo-TriBeCa-Civic Center-Little Italy
47065,-73.9927,40.7301,West Village
47067,-73.9606,40.7665,Lenox Hill-Roosevelt Island
47068,-74.008,40.7052,Battery Park City-Lower Manhattan
47069,-74.0096,40.7141,SoHo-TriBeCa-Civic Center-Little Italy
47070,-73.942,40.8161,Central Harlem North-Polo Grounds
47072,-73.9822,40.7411,Gramercy
47073,-73.95100000000002,40.7766,Yorkville
47074,-73.9406,40.6265,Flatlands
47075,-73.9661,40.7549,Turtle Bay-East Midtown
47076,-73.9508,40.7718,Yorkville
47077,-73.9454,40.7776,Yorkville
47078,-73.9623,40.7612,Lenox Hill-Roosevelt Island
47079,-74.0019,40.659,Sunset Park West
47080,-73.947,40.7736,Yorkville
47082,-73.9478,40.8192,Manhattanville
47083,-73.9798,40.7258,Lower East Side
47084,-73.9982,40.7568,Hudson Yards-Chelsea-Flatiron-Union Square
47085,-73.9975,40.743,Hudson Yards-Chelsea-Flatiron-Union Square
47087,-73.9999,40.7297,West Village
47088,-73.9651,40.7573,Turtle Bay-East Midtown
47089,-73.9968,40.7457,Hudson Yards-Chelsea-Flatiron-Union Square
47090,-74.0002,40.7445,Hudson Yards-Chelsea-Flatiron-Union Square
47091,-73.9696,40.756,Turtle Bay-East Midtown
47092,-73.9978,40.7612,Clinton
47093,-73.9865,40.7286,East Village
47095,-73.9838,40.7586,Midtown-Midtown South
47096,-73.9578,40.8198,Manhattanville
47097,-73.9846,40.7228,East Village
47099,-73.9531,40.7176,North Side-South Side
47100,-74.0003,40.7458,Hudson Yards-Chelsea-Flatiron-Union Square
47101,-73.955,40.7425,Hunters Point-Sunnyside-West Maspeth
47102,-73.9896,40.7341,East Village
47103,-73.9743,40.7871,Upper West Side
47104,-73.9815,40.7401,Murray Hill-Kips Bay
47105,-73.9837,40.7783,Lincoln Square
47106,-73.9836,40.7244,East Village
47107,-73.9717,40.7656,Upper East Side-Carnegie Hill
47108,-73.9503,40.7845,Upper East Side-Carnegie Hill
47109,-73.9968,40.7199,SoHo-TriBeCa-Civic Center-Little Italy
47110,-73.9976,40.7501,Hudson Yards-Chelsea-Flatiron-Union Square
47112,-73.9918,40.7608,Clinton
47113,-73.9661,40.7929,Upper West Side
47114,-73.9654,40.715,North Side-South Side
47115,-73.9077,40.773,Steinway
47116,-73.9748,40.7481,Murray Hill-Kips Bay
47117,-73.949,40.78,Yorkville
47119,-73.9478,40.7826,Yorkville
47120,-73.9864,40.73,East Village
47122,-73.9396,40.8433,Washington Heights South
47123,-73.9819,40.722,Lower East Side
47124,-73.9548,40.7688,Lenox Hill-Roosevelt Island
47125,-73.9718,40.786,Upper West Side
47126,-73.8848,40.7488,Jackson Heights
47127,-73.9978,40.7612,Clinton
47128,-74.0152,40.7064,Battery Park City-Lower Manhattan
47129,-74.0129,40.7157,SoHo-TriBeCa-Civic Center-Little Italy
47130,-74.0096,40.7141,SoHo-TriBeCa-Civic Center-Little Italy
47131,-74.0094,40.7343,West Village
47132,-74.0046,40.7355,West Village
47133,-73.9821,40.7317,Stuyvesant Town-Cooper Village
47134,-73.9768,40.7632,Midtown-Midtown South
47135,-73.9713,40.7664,Upper East Side-Carnegie Hill
47136,-73.918,40.6849,Stuyvesant Heights
47137,-74.0069,40.7074,Battery Park City-Lower Manhattan
47138,-73.9801,40.7207,Lower East Side
47139,-73.9544,40.7865,Upper East Side-Carnegie Hill
47140,-74.0002,40.7379,West Village
47141,-73.9846,40.7756,Lincoln Square
47142,-74.0057,40.7084,Battery Park City-Lower Manhattan
47143,-73.9867,40.7193,Lower East Side
47144,-73.9917,40.764,Clinton
47145,-73.9929,40.6983,Brooklyn Heights-Cobble Hill
47146,-73.9822,40.7343,Gramercy
47148,-73.9897,40.7035,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
47149,-73.9959,40.7593,Hudson Yards-Chelsea-Flatiron-Union Square
47150,-73.9809,40.7406,Murray Hill-Kips Bay
47151,-74.0257,40.6363,Bay Ridge
47152,-73.9482,40.7782,Yorkville
47153,-73.9678,40.7902,Upper West Side
47154,-73.9772,40.7412,Murray Hill-Kips Bay
47155,-73.979,40.7285,East Village
47156,-74.0069,40.7074,Battery Park City-Lower Manhattan
47157,-74.0011,40.7521,Hudson Yards-Chelsea-Flatiron-Union Square
47158,-73.9423,40.7862,East Harlem South
47159,-73.9487,40.6482,Erasmus
47160,-73.9825,40.7208,Lower East Side
47161,-73.9739,40.794,Upper West Side
47162,-73.9981,40.7607,Hudson Yards-Chelsea-Flatiron-Union Square
47163,-73.97800000000002,40.7266,Lower East Side
47164,-73.9406,40.8325,Washington Heights South
47165,-74.0046,40.7073,Battery Park City-Lower Manhattan
47166,-73.9513,40.78,Yorkville
47167,-73.9916,40.7452,Midtown-Midtown South
47169,-73.9859,40.7272,East Village
47170,-73.9892,40.7225,Chinatown
47171,-73.9801,40.7207,Lower East Side
47172,-74.0014,40.7419,Hudson Yards-Chelsea-Flatiron-Union Square
47173,-73.97399999999998,40.7446,Murray Hill-Kips Bay
47174,-73.9829,40.6968,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
47175,-73.9823,40.7448,Murray Hill-Kips Bay
47176,-73.9781,40.7413,Murray Hill-Kips Bay
47177,-73.9727,40.7957,Upper West Side
47178,-73.9982,40.7568,Hudson Yards-Chelsea-Flatiron-Union Square
47179,-74.0155,40.7162,Battery Park City-Lower Manhattan
47180,-73.9663,40.8035,Morningside Heights
47182,-73.9408,40.7176,East Williamsburg
47183,-73.9541,40.7699,Lenox Hill-Roosevelt Island
47184,-73.9807,40.7873,Upper West Side
47185,-73.9739,40.7479,Murray Hill-Kips Bay
47187,-73.9804,40.7783,Lincoln Square
47188,-73.9566,40.7474,Hunters Point-Sunnyside-West Maspeth
47189,-73.9663,40.8034,Morningside Heights
47190,-73.9604,40.7608,Lenox Hill-Roosevelt Island
47191,-73.9836,40.7319,Gramercy
47192,-73.9985,40.7416,Hudson Yards-Chelsea-Flatiron-Union Square
47194,-73.9847,40.7295,East Village
47195,-73.9633,40.7596,Turtle Bay-East Midtown
47196,-73.988,40.7243,East Village
47197,-74.0759,40.6379,West New Brighton-New Brighton-St. George
47198,-74.01,40.7064,Battery Park City-Lower Manhattan
47200,-74.0078,40.7365,West Village
47201,-73.9794,40.6881,Fort Greene
47202,-73.9816,40.7654,Midtown-Midtown South
47203,-73.9883,40.7687,Clinton
47204,-74.0046,40.7073,Battery Park City-Lower Manhattan
47205,-74.0143,40.71,Battery Park City-Lower Manhattan
47206,-73.9838,40.7244,East Village
47207,-73.9894,40.7037,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
47208,-73.8607,40.7267,Rego Park
47209,-73.9413,40.8439,Washington Heights South
47211,-73.8501,40.7181,Forest Hills
47212,-73.9508,40.8213,Hamilton Heights
47213,-73.9838,40.7586,Midtown-Midtown South
47214,-74.0069,40.7074,Battery Park City-Lower Manhattan
47215,-74.0098,40.7052,Battery Park City-Lower Manhattan
47217,-73.9601,40.7676,Lenox Hill-Roosevelt Island
47219,-73.9846,40.7784,Lincoln Square
47220,-73.9532,40.8249,Hamilton Heights
47221,-73.9677,40.7539,Turtle Bay-East Midtown
47222,-73.9558,40.773,Lenox Hill-Roosevelt Island
47223,-73.9534,40.7838,Upper East Side-Carnegie Hill
47224,-73.8491,40.726,Forest Hills
47225,-73.9143,40.6842,Ocean Hill
47226,-73.9878,40.7386,Hudson Yards-Chelsea-Flatiron-Union Square
47227,-74.0046,40.7073,Battery Park City-Lower Manhattan
47228,-73.9944,40.7518,Hudson Yards-Chelsea-Flatiron-Union Square
47230,-73.9999,40.7424,Hudson Yards-Chelsea-Flatiron-Union Square
47231,-73.9853,40.7183,Lower East Side
47232,-73.9111,40.6851,Bushwick South
47233,-73.9506,40.7716,Yorkville
47234,-73.8852,40.7486,Jackson Heights
47236,-73.9534,40.6857,Bedford
47237,-73.9425,40.7487,Hunters Point-Sunnyside-West Maspeth
47238,-73.9903,40.7486,Midtown-Midtown South
47239,-73.9774,40.7569,Midtown-Midtown South
47240,-73.9857,40.7283,East Village
47241,-73.9608,40.7688,Lenox Hill-Roosevelt Island
47242,-73.9617,40.7174,North Side-South Side
47243,-73.9861,40.7721,Lincoln Square
47244,-74.0069,40.7074,Battery Park City-Lower Manhattan
47245,-73.9824,40.7422,Gramercy
47246,-73.9617,40.7604,Lenox Hill-Roosevelt Island
47248,-73.9781,40.7413,Murray Hill-Kips Bay
47249,-73.8734,40.7547,Jackson Heights
47250,-73.94800000000002,40.7751,Yorkville
47251,-73.94,40.8222,Central Harlem North-Polo Grounds
47252,-73.9964,40.7441,Hudson Yards-Chelsea-Flatiron-Union Square
47253,-73.9732,40.7476,Murray Hill-Kips Bay
47254,-73.9689,40.8021,Morningside Heights
47255,-74.0026,40.7473,Hudson Yards-Chelsea-Flatiron-Union Square
47256,-73.9291,40.7759,Old Astoria
47257,-73.9506,40.7716,Yorkville
47258,-74.0,40.7285,West Village
47259,-73.9838,40.7586,Midtown-Midtown South
47260,-73.9824,40.7242,East Village
47262,-73.9959,40.753,Hudson Yards-Chelsea-Flatiron-Union Square
47263,-74.0074,40.7052,Battery Park City-Lower Manhattan
47264,-73.957,40.8031,Central Harlem South
47266,-74.0078,40.7365,West Village
47267,-73.9741,40.7447,Murray Hill-Kips Bay
47268,-73.9562,40.78,Upper East Side-Carnegie Hill
47269,-73.9552,40.6722,Crown Heights North
47270,-73.9741,40.7447,Murray Hill-Kips Bay
47271,-73.9476,40.692,Bedford
47272,-73.9509,40.7735,Yorkville
47273,-74.0161,40.7053,Battery Park City-Lower Manhattan
47274,-73.9897,40.7273,East Village
47275,-74.0084,40.7378,West Village
47276,-74.0069,40.7074,Battery Park City-Lower Manhattan
47277,-73.999,40.761,Hudson Yards-Chelsea-Flatiron-Union Square
47278,-73.9421,40.7864,East Harlem South
47279,-73.98100000000002,40.74800000000001,Murray Hill-Kips Bay
47280,-73.9689,40.7602,Turtle Bay-East Midtown
47282,-74.0091,40.7061,Battery Park City-Lower Manhattan
47283,-73.9185,40.6996,Bushwick North
47284,-73.9269,40.7368,Hunters Point-Sunnyside-West Maspeth
47285,-73.9657,40.7559,Turtle Bay-East Midtown
47286,-73.9885,40.7267,East Village
47287,-73.9824,40.7422,Gramercy
47288,-73.9459,40.7769,Yorkville
47289,-73.9628,40.7633,Lenox Hill-Roosevelt Island
47290,-73.9752,40.7328,Stuyvesant Town-Cooper Village
47292,-74.0043,40.7362,West Village
47293,-73.9874,40.7323,East Village
47294,-73.9949,40.7419,Hudson Yards-Chelsea-Flatiron-Union Square
47295,-73.9946,40.7233,SoHo-TriBeCa-Civic Center-Little Italy
47296,-73.9274,40.7736,Old Astoria
47297,-73.9772,40.7412,Murray Hill-Kips Bay
47298,-73.9897,40.7652,Clinton
47299,-73.9238,40.6975,Bushwick South
47300,-74.0066,40.7084,Battery Park City-Lower Manhattan
47301,-73.9566,40.7474,Hunters Point-Sunnyside-West Maspeth
47302,-73.9528,40.7759,Yorkville
47303,-73.9098,40.7666,Astoria
47304,-73.9944,40.7569,Clinton
47305,-73.9988,40.7339,West Village
47306,-73.9824,40.7222,Lower East Side
47307,-73.9485,40.7786,Yorkville
47308,-73.9632,40.7984,Upper West Side
47309,-74.0091,40.7123,SoHo-TriBeCa-Civic Center-Little Italy
47310,-73.9517,40.8251,Hamilton Heights
47311,-73.9828,40.7192,Lower East Side
47312,-73.9445,40.7771,Yorkville
47313,-73.9667,40.7077,North Side-South Side
47314,-73.99,40.7601,Clinton
47315,-73.9727,40.7436,Turtle Bay-East Midtown
47316,-73.9528,40.7759,Yorkville
47317,-73.9857,40.7529,Midtown-Midtown South
47318,-73.9441,40.6857,Bedford
47319,-74.0094,40.7062,Battery Park City-Lower Manhattan
47320,-73.9942,40.7301,West Village
47321,-74.0036,40.7399,West Village
47322,-73.9308,40.854,Washington Heights North
47323,-73.9418,40.79,East Harlem South
47324,-73.9691,40.759,Turtle Bay-East Midtown
47325,-73.9948,40.7592,Clinton
47326,-73.9769,40.7468,Murray Hill-Kips Bay
47328,-73.9736,40.6751,Park Slope-Gowanus
47329,-73.9454,40.7925,East Harlem South
47330,-73.9916,40.7587,Clinton
47331,-73.9578,40.8198,Manhattanville
47332,-73.9869,40.7677,Clinton
47333,-73.9826,40.7366,Gramercy
47334,-73.979,40.6764,Park Slope-Gowanus
47336,-73.9531,40.7176,North Side-South Side
47337,-73.9571,40.7777,Upper East Side-Carnegie Hill
47338,-73.9475,40.7776,Yorkville
47339,-73.9488,40.7898,East Harlem South
47340,-73.9529,40.7739,Yorkville
47341,-73.9774,40.7477,Murray Hill-Kips Bay
47342,-74.0126,40.6226,Dyker Heights
47343,-73.9696,40.7887,Upper West Side
47344,-73.9509,40.7694,Lenox Hill-Roosevelt Island
47345,-73.9379,40.8446,Washington Heights South
47346,-73.9963,40.7606,Clinton
47347,-73.9662,40.7615,Lenox Hill-Roosevelt Island
47348,-73.944,40.8156,Central Harlem North-Polo Grounds
47349,-73.9832,40.7645,Midtown-Midtown South
47350,-74.0008,40.7476,Hudson Yards-Chelsea-Flatiron-Union Square
47351,-73.9865,40.7338,Gramercy
47352,-73.9818,40.7468,Midtown-Midtown South
47353,-73.993,40.6984,Brooklyn Heights-Cobble Hill
47354,-73.9915,40.7233,Chinatown
47355,-74.0035,40.7396,West Village
47356,-73.9881,40.7652,Clinton
47357,-73.976,40.7476,Murray Hill-Kips Bay
47358,-74.0065,40.7081,Battery Park City-Lower Manhattan
47360,-73.9614,40.7959,park-cemetery-etc-Manhattan
47361,-73.9857,40.7358,Gramercy
47362,-74.0109,40.7191,SoHo-TriBeCa-Civic Center-Little Italy
47363,-74.0036,40.7399,West Village
47364,-73.9989,40.7611,Clinton
47366,-73.9748,40.7481,Murray Hill-Kips Bay
47367,-73.9738,40.7376,Murray Hill-Kips Bay
47368,-73.9649,40.6941,Clinton Hill
47369,-73.9822,40.7213,Lower East Side
47370,-73.995,40.7603,Clinton
47371,-73.94,40.8462,Washington Heights South
47372,-73.9825,40.7413,Gramercy
47373,-73.9751,40.6874,Fort Greene
47374,-73.9807,40.7274,East Village
47375,-73.9651,40.7573,Turtle Bay-East Midtown
47376,-73.9713,40.695,Fort Greene
47377,-73.9962,40.7484,Midtown-Midtown South
47378,-74.0059,40.7088,Battery Park City-Lower Manhattan
47379,-73.9828,40.7356,Gramercy
47380,-73.9778,40.7467,Murray Hill-Kips Bay
47381,-73.9391,40.7137,East Williamsburg
47382,-73.9674,40.694,Clinton Hill
47383,-73.8259,40.758,Flushing
47384,-73.9737,40.7394,Murray Hill-Kips Bay
47385,-73.9713,40.7984,Upper West Side
47386,-73.9901,40.7239,East Village
47387,-73.9851,40.7437,Hudson Yards-Chelsea-Flatiron-Union Square
47388,-73.9915,40.7233,Chinatown
47389,-73.9489,40.7906,East Harlem South
47390,-73.993,40.7715,Clinton
47391,-74.0044,40.7318,West Village
47392,-74.0046,40.7073,Battery Park City-Lower Manhattan
47393,-74.0085,40.7174,SoHo-TriBeCa-Civic Center-Little Italy
47394,-73.9667,40.7953,Upper West Side
47395,-73.9488,40.7718,Yorkville
47396,-73.9181,40.6804,Stuyvesant Heights
47398,-73.9201,40.8644,Marble Hill-Inwood
47399,-73.9548,40.7172,North Side-South Side
47401,-73.9395,40.8212,Central Harlem North-Polo Grounds
47402,-73.9754,40.746,Murray Hill-Kips Bay
47403,-73.9603,40.7677,Lenox Hill-Roosevelt Island
47405,-73.9962,40.7593,Hudson Yards-Chelsea-Flatiron-Union Square
47406,-73.9627,40.6507,Flatbush
47407,-73.9978,40.7612,Clinton
47409,-73.9664,40.7073,North Side-South Side
47410,-73.9857,40.7655,Clinton
47411,-73.9816,40.7776,Lincoln Square
47412,-73.9962,40.7593,Hudson Yards-Chelsea-Flatiron-Union Square
47414,-73.947,40.7736,Yorkville
47415,-73.9745,40.7481,Murray Hill-Kips Bay
47416,-73.9725,40.7464,Murray Hill-Kips Bay
47418,-73.9963,40.7606,Clinton
47419,-73.9994,40.74,Hudson Yards-Chelsea-Flatiron-Union Square
47420,-73.9883,40.7639,Clinton
47421,-73.9919,40.7448,Hudson Yards-Chelsea-Flatiron-Union Square
47422,-73.8874,40.7565,Jackson Heights
47423,-73.986,40.6927,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
47424,-73.9944,40.7548,Hudson Yards-Chelsea-Flatiron-Union Square
47425,-73.9571,40.7765,Upper East Side-Carnegie Hill
47426,-73.983,40.6969,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
47427,-73.9536,40.7775,Yorkville
47428,-74.0067,40.7094,Battery Park City-Lower Manhattan
47429,-73.9192,40.6908,Bushwick South
47430,-73.9779,40.7466,Murray Hill-Kips Bay
47431,-73.9799,40.7662,Midtown-Midtown South
47433,-73.8969,40.7684,Steinway
47434,-73.9541,40.7699,Lenox Hill-Roosevelt Island
47435,-73.9817,40.7319,Stuyvesant Town-Cooper Village
47436,-74.01,40.7064,Battery Park City-Lower Manhattan
47437,-73.997,40.7386,Hudson Yards-Chelsea-Flatiron-Union Square
47438,-73.9742,40.7535,Turtle Bay-East Midtown
47439,-73.97800000000002,40.7778,Lincoln Square
47440,-73.9863,40.7664,Clinton
47441,-73.9811,40.7445,Murray Hill-Kips Bay
47442,-73.9942,40.7244,SoHo-TriBeCa-Civic Center-Little Italy
47443,-73.9563,40.7681,Lenox Hill-Roosevelt Island
47445,-73.9882,40.7621,Clinton
47446,-73.949,40.7852,East Harlem South
47447,-73.9678,40.7902,Upper West Side
47448,-73.9609,40.7619,Lenox Hill-Roosevelt Island
47449,-73.9577,40.7633,Lenox Hill-Roosevelt Island
47450,-73.9637,40.6798,Prospect Heights
47451,-74.0025,40.7506,Hudson Yards-Chelsea-Flatiron-Union Square
47452,-73.9958,40.753,Hudson Yards-Chelsea-Flatiron-Union Square
47453,-73.9982,40.7568,Hudson Yards-Chelsea-Flatiron-Union Square
47454,-73.9677,40.7918,Upper West Side
47455,-73.9628,40.7633,Lenox Hill-Roosevelt Island
47456,-73.9625,40.7575,Turtle Bay-East Midtown
47457,-74.0257,40.6363,Bay Ridge
47459,-73.9876,40.7104,Lower East Side
47460,-73.9395,40.8212,Central Harlem North-Polo Grounds
47462,-73.9752,40.7328,Stuyvesant Town-Cooper Village
47463,-74.0116,40.7152,SoHo-TriBeCa-Civic Center-Little Italy
47464,-73.9961,40.7373,Hudson Yards-Chelsea-Flatiron-Union Square
47465,-74.0081,40.7496,Hudson Yards-Chelsea-Flatiron-Union Square
47466,-74.0046,40.7073,Battery Park City-Lower Manhattan
47467,-73.9727,40.7436,Turtle Bay-East Midtown
47468,-73.9941,40.7638,Clinton
47470,-73.9478,40.6411,Erasmus
47471,-74.0099,40.7062,Battery Park City-Lower Manhattan
47472,-74.005,40.7348,West Village
47473,-73.9834,40.78,Lincoln Square
47474,-74.009,40.7042,Battery Park City-Lower Manhattan
47475,-73.9742,40.796,Upper West Side
47476,-73.9518,40.7763,Yorkville
47477,-73.9665,40.76300000000001,Upper East Side-Carnegie Hill
47478,-73.9922,40.7673,Clinton
47480,-74.001,40.7383,West Village
47481,-74.0002,40.761,Hudson Yards-Chelsea-Flatiron-Union Square
47482,-74.0055,40.7111,Battery Park City-Lower Manhattan
47483,-74.0014,40.752,Hudson Yards-Chelsea-Flatiron-Union Square
47484,-73.9523,40.7912,East Harlem South
47486,-73.9663,40.8014,Morningside Heights
47487,-73.9975,40.6453,Sunset Park East
47488,-73.9472,40.7815,Yorkville
47489,-73.9697,40.756,Turtle Bay-East Midtown
47492,-74.0106,40.7236,SoHo-TriBeCa-Civic Center-Little Italy
47493,-74.0044,40.7231,SoHo-TriBeCa-Civic Center-Little Italy
47494,-73.9534,40.7838,Upper East Side-Carnegie Hill
47495,-73.9484,40.7701,Lenox Hill-Roosevelt Island
47496,-73.9498,40.7615,Lenox Hill-Roosevelt Island
47497,-73.9539,40.6766,Crown Heights North
47498,-73.9908,40.7599,Clinton
47499,-73.857,40.9019,Woodlawn-Wakefield
47500,-74.0042,40.7163,SoHo-TriBeCa-Civic Center-Little Italy
47501,-73.9886,40.7656,Clinton
47502,-73.971,40.7887,Upper West Side
47503,-73.955,40.7686,Lenox Hill-Roosevelt Island
47504,-73.9538,40.7788,Yorkville
47505,-73.9477,40.8281,Hamilton Heights
47506,-73.995,40.7603,Clinton
47508,-73.9862,40.7514,Midtown-Midtown South
47509,-73.95,40.7447,Hunters Point-Sunnyside-West Maspeth
47511,-74.0049,40.7365,West Village
47512,-73.9574,40.7673,Lenox Hill-Roosevelt Island
47514,-73.97800000000002,40.7329,Stuyvesant Town-Cooper Village
47515,-73.9582,40.7656,Lenox Hill-Roosevelt Island
47516,-73.9824,40.7614,Midtown-Midtown South
47517,-73.9627,40.8015,Morningside Heights
47518,-73.982,40.7384,Gramercy
47520,-73.969,40.7516,Turtle Bay-East Midtown
47521,-73.9495,40.7793,Yorkville
47522,-74.0047,40.7332,West Village
47523,-73.9941,40.6899,Carroll Gardens-Columbia Street-Red Hook
47525,-73.9226,40.6862,Stuyvesant Heights
47526,-73.9976,40.7545,Hudson Yards-Chelsea-Flatiron-Union Square
47527,-74.0257,40.6363,Bay Ridge
47528,-74.0042,40.7239,SoHo-TriBeCa-Civic Center-Little Italy
47529,-73.9936,40.7616,Clinton
47530,-73.9525,40.7813,Upper East Side-Carnegie Hill
47531,-73.9198,40.7713,Old Astoria
47532,-73.9742,40.7959,Upper West Side
47533,-73.9978,40.7612,Clinton
47535,-73.9826,40.7186,Lower East Side
47536,-73.9929,40.7714,Clinton
47537,-73.9547,40.5758,Brighton Beach
47540,-73.9998,40.7613,Hudson Yards-Chelsea-Flatiron-Union Square
47542,-73.9833,40.7113,Lower East Side
47544,-73.9469,40.7826,Yorkville
47545,-73.9914,40.7451,Midtown-Midtown South
47546,-74.0059,40.7075,Battery Park City-Lower Manhattan
47547,-73.9314,40.8587,Washington Heights North
47549,-73.9621,40.759,Turtle Bay-East Midtown
47550,-74.0149,40.7083,Battery Park City-Lower Manhattan
47551,-74.0038,40.7294,West Village
47552,-73.8486,40.6772,Ozone Park
47553,-73.97399999999998,40.7446,Murray Hill-Kips Bay
47554,-73.9849,40.7633,Midtown-Midtown South
47555,-73.9509,40.7694,Lenox Hill-Roosevelt Island
47556,-73.9416,40.79,East Harlem South
47557,-73.9392,40.8021,East Harlem North
47558,-73.9638,40.7634,Lenox Hill-Roosevelt Island
47559,-73.9838,40.7587,Midtown-Midtown South
47560,-73.9603,40.7695,Lenox Hill-Roosevelt Island
47561,-73.9566,40.7704,Lenox Hill-Roosevelt Island
47562,-73.9938,40.7546,Hudson Yards-Chelsea-Flatiron-Union Square
47563,-74.0162,40.7056,Battery Park City-Lower Manhattan
47564,-73.9742,40.7959,Upper West Side
47566,-74.0085,40.7057,Battery Park City-Lower Manhattan
47567,-74.0103,40.7053,Battery Park City-Lower Manhattan
47568,-73.9857,40.7734,Lincoln Square
47569,-73.9765,40.7489,Murray Hill-Kips Bay
47571,-73.9486,40.7726,Yorkville
47572,-73.9901,40.7487,Midtown-Midtown South
47574,-73.9912,40.7443,Hudson Yards-Chelsea-Flatiron-Union Square
47575,-73.9886,40.7656,Clinton
47576,-73.9509,40.8247,Hamilton Heights
47577,-73.9967,40.7176,SoHo-TriBeCa-Civic Center-Little Italy
47579,-73.9534,40.7838,Upper East Side-Carnegie Hill
47580,-73.9636,40.762,Lenox Hill-Roosevelt Island
47581,-73.9758,40.7432,Murray Hill-Kips Bay
47583,-73.9903,40.7674,Clinton
47584,-73.9768,40.7489,Murray Hill-Kips Bay
47585,-73.9756,40.7853,Upper West Side
47586,-73.97710000000002,40.7454,Murray Hill-Kips Bay
47587,-73.9405,40.6849,Stuyvesant Heights
47588,-73.9864,40.7318,East Village
47589,-73.9491,40.7795,Yorkville
47590,-73.9143,40.6727,Ocean Hill
47591,-73.9875,40.7318,East Village
47592,-73.9867,40.7471,Midtown-Midtown South
47593,-73.9624,40.6472,Flatbush
47594,-73.9864,40.7399,Gramercy
47595,-74.0095,40.7054,Battery Park City-Lower Manhattan
47596,-74.0015,40.7383,West Village
